TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,Hash
TEAM PLUG,155,ajobaru-a-creative-artist,ajobaru a creative artist,A lovely artist who is know for creating magical art pieces that can spark a smile.,Male,hair: black and yellow fila cap;  eyes: none;  teeth: none;  clothing: yelow kente shirt;  accessories: none;  expression: cheerful;  strength: none;  weakness: none;,9d262f55-73d7-4b95-9a82-42356dbb085c,4aa46f981d81cfeea8da5053d8f9efda8618d3ace53203831b5e3e79f2932cc0
TEAM PLUG,156,effiadem-the-fireman,effiadem the fireman,A retired military general who always loves shooting at sight.,Male,hair: brown;  eyes: none;  teeth: none;  clothing: black and kente agbada; accessories: none;  expression: high; strength: none;  weakness: none;,a4534fe0-b5ed-41ab-af72-1f2d0ff0fc64,623a44d75072d6b0d2fd1696b5f803d8fa0c4ad7f17fb9212f8bcfac92515aa3
TEAM PLUG,157,deladem-the-commandoo,deladem the commandoo,The nerd who has watched all war movies but cannot fight a kid.,Male,hair: burgundy cap;  eyes: none;  teeth: none;  clothing: black and kente agbada;  accessories: none;  expression: none;  strength: none;  weakness: none;,88106b92-da30-46ad-a3cc-d528683b9e33,b3f2cea960af667d78e981d1c058332067b999a94f9d3e66e752e2016d9a3a3b
TEAM PLUG,158,dogbeda-the-monger,dogbeda the monger,A fisherman who pracitically live in the river.,Male,hair: orange and cream cap;  eyes: none;  teeth: none;  clothing: orange and blue denim;  accessories: none;  expression: unbothered;  strength: none;  weakness: none;,66a09968-cb92-4378-a588-49947f68c537,bf583c2a052630c654190ed37b40fb61decb5b3e6d43c487a20f99480d94c0fa
TEAM PLUG,159,enyonyam-our-slay-mama,enyonyam our slay mama,Posts new pictures everyday and can snub for africa.,Male,hair: blue cap; eyes: none; teeth: none; clothing: green top with overall; accessories: none; expression: none; strength:none; weakness: none;,5e7c7f9d-d631-4759-9b27-cbaccd33d39f,bd503ed4a2b83604328e0153947c50c58792d8b06d25cf49595f18dcd2c88275
TEAM PLUG,160,lumusi-pro-technician,lumusi pro technician,The electrician well known for wiring burnt buildings.,Male,hair: red hair; eyes: none; teeth: none; clothing: white top with blue overalls; accessories: none; expression: high; strength: none; weakness: none;,b07676a6-c611-410d-8426-46c9c525189a,1f745b85862e85164183133224d7a67b50585f753c8537905aade8ed7fe7ef15
TEAM HEADLIGHT,161,funmi-the-fashionist,funmi the fashionist,Funmi enjoys fashion and she always takes opportunity to showcase her wardrobe.,Female,hair: black hair; eyes: none; teeth: none; clothing: aso oke; expression: cool; accessories: head tye and eye glasses; strength: fashion; weakness: men;,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,762b5ce26fdab475648962cb6377272e3ce5d69b81c93a76e125fb8e8d26ca2e
TEAM HEADLIGHT,162,bola-the-funky,bola the funky,Bola is a funky fellow but she has another personality no one knows.,Female,hair: purple shuku; eyes: none; teeth: none; clothing: adire top; expression: neutral; accessories: eye glasses; strength: caring; weakness: snake,ac721b71-cbc5-425c-851f-ee826973f0b9,00dd1b3f20b9ef42f1306b03884a4ab7b24384523902f9dd0e77025fb497e69d
TEAM HEADLIGHT,163,bimpe-the-runzgirl,bimpe the runzgirl,Be careful with Bimpe because she cac be sensitive.,Female,hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex,eaa7662f-6926-468a-9add-e791916ae42b,95605afc5ff53e355e5ac3dd3484d7b4f66b6499dc8315c3073aa21646ccf534
TEAM HEADLIGHT,164,sola-the-queen,sola the queen,Sola is a princess as she's got the mind of a queen.,Female,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,fa36c2662a3c978b2b15e509d16c29007a5ec781658787aad463a8abf55cd62f
TEAM HEADLIGHT,165,temi-afro-girl,temi afro girl,Temi is know for her funny haircut and this time afro is up.,Female,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,19200791372dfcc20e7aef7e4e04152ec9a0cc1ea01a43e4c4ff8d9f84fbf958
TEAM HEADLIGHT,166,jonny-the-bravo,jonny the bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,6020f3f7de806fb7889a34f1a8cab39fdb3556d658ff25889902717e45091b59
TEAM HEADLIGHT,167,tunde-the-bigman,tunde the bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,90b7a10fd140e1be09bb2fd4af083470393070484b7fdf3d2fcb072a2e170778
TEAM HEADLIGHT,168,joe-the-plain,joe the plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,62c4cd3fbf18b80c0a6cfb2c6eb874629845345a47f9fa9a531cfb729b27373a
TEAM HEADLIGHT,169,wale-sharp-guy,wale sharp guy,Wale no de carry last because he thinks and act fast.,Male,hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward,44906ea0-901b-4b3d-802f-f73acc8758f6,7ea808ce1d6f20b999d39f405733f30e2f710b78935fe669a79fcc3a1e8e2cf9
TEAM HEADLIGHT,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,481f03ecf8f935f9385b90693666861bdc5d3bfc50e9e8d24feee1ce05dc8714
TEAM HEADLIGHT,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women,a2651258-ca3f-4940-b095-3a61ff630263,1d37adc4a79d9407b2b37f4e31761aef3d85bbb7f8582a1a721f7e795e54eb15
TEAM HEADLIGHT,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,9db36900a40f54fc846b28eb32cad7994a3dcf4547983ab47d3d13ea59400bb0
TEAM HEADLIGHT,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep it's only normal for him to drool anytime.,Male,hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,5b6e5e35fbf391feab1afd693ba8977a490a53393a2fefe0ee791cc2f91ee190
TEAM HEADLIGHT,174,solo-the-messenger,solo the messenger,"Solo is a multitasker if you need anything done in your home, Solo is your guy.",Male,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,44906ea0-901b-4b3d-802f-f73acc8758f6,a217b410df9960efaee7722d2da59e2400d3b251efa94adc4d180a1cdbdca27a
TEAM HEADLIGHT,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money,af53bf52-b517-4347-adc6-07cf30c19025,d533d1a9fc1124b9e4cfbcde2eb7283332e7f84665f2f5634d6df9e47c75fd12
TEAM HEADLIGHT,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,058bcdd19d24d7f45f7ef68fb926ad2926868103fdba65fcd77d97f3f1f04073
TEAM HEADLIGHT,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,c29b2556a0f13a531d2a5635729e8e30cc4903b60369161c4518189b90d858a1
TEAM HEADLIGHT,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,7d2d561f96d33030597c82f0202a702e2fbec85a903d22e73a24ab2587265756
TEAM HEADLIGHT,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,ede9e0f0ef79e072833859cf3ebded440efa02df08edbc1edde744267f1973ef
TEAM HEADLIGHT,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,cafc803ece1aa8f6bd7e9239212a1cd945a0d39a02a25903fc50f83d22b22dc4
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood,Female,hair:pitch; eyes: blue  teeth: none  clothing: top accessories: bow-tie  expression: strengths: powerful; weakness: sentimental,7241a1be-59da-11ed-9b6a-0242ac120002,fddf89bf98a02c917749c0bdb27fa119c62742e10ec3cad270b56c38f18f98a2
TEAM CRANKSHAFT,182,lola-babe,lola babe,Looking hot as always,Female,hair:brown; eyes: blue  teeth: none  clothing: aso-oke  accessories: none  expression: happy;strengths: calculative; weakness: misleading,7241a664-59da-11ed-9b6a-0242ac120002,2887078ea2070f0811ea7bf9d06917d965682d7e91cb81eccc60ee88579a20d6
TEAM CRANKSHAFT,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends,Female,hair: two brown bun; eyes: blue  teeth: none  clothing: yoruba-clothing(aso-oke)  accessories: none  expression: strengths: free spirit;lack of fear;confidence: weakness;:misleading;influencing people ,7241a7c2-59da-11ed-9b6a-0242ac120002,8609ec464b5ada35f3c09363e376f8e248f58d3bec2f4964a6c90cdb3f73346c
TEAM CRANKSHAFT,184,bella-the-baller,bella the baller,Baller for Life,Female,hair: brown; eyes: blue  teeth: none  clothing: igbo-clothing accessories: none  expression: determined strengths: adaptation; weakness: fluency,7241ad26-59da-11ed-9b6a-0242ac120002,b98260f26ba4c61d52ea46143a2e29a6806f81516277679c2897bcadbe28703e
TEAM CRANKSHAFT,185,milly-of-roses,milly of roses,Her lips so red like a rose,Female,hair: beige; eyes: blue  teeth: none  clothing: black-top  accessories: none  expression:strengths: cool headed; weakness: pressure,7241af92-59da-11ed-9b6a-0242ac120002,ed8164cd5a722a040405ee148f18ad868842f45c64f53e8561d7404983957e67
TEAM CRANKSHAFT,186,preciousjada-the-viper,preciousjada the viper,Her words stings likes a viper,Female,hair: ginger afro; eyes: blue  teeth: white teeth  clothing: aso-oke   expression: strong-willed  strengths: confidence; weakness: endurance,7241b12c-59da-11ed-9b6a-0242ac120002,5a3bd02233fea291bd32e75afb0740eb4c0a26c304f0c59242e1e8ad9bf198ec
TEAM CRANKSHAFT,187,lolly-of-ny,lolly of ny,Most popular in NY,Female,hair: purple braids; eyes: black  teeth: none  clothing: black and blue top  accessories: none expression: calculative strength: strong willed; weakness: relationship,7241b2ee-59da-11ed-9b6a-0242ac120002,d5c7d7f895c8f275b1ef2948a311017a0941ef20a21792065a96995ec4767ef3
TEAM CRANKSHAFT,188,disy-the-dancer,disy the dancer,Dances her way into any show,Female,hair: black hair tied with scalf; eyes: black  teeth: none  clothing: one-arm top  accessories: none  expression: bad girl vibes  strength: cleaniness; weakness: perfectionist,7241b4c4-59da-11ed-9b6a-0242ac120002,d53407863ee527604ebeac5d381b4fb342dcc4cff6d43d82086ddbd349aa33ce
TEAM CRANKSHAFT,189,jenny-the-great,jenny the great,The greatest of our time,Female,hair: black tied with scalf; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: badass weakness: cancer,7241b852-59da-11ed-9b6a-0242ac120002,9d83fd3920ade9b0e6ce9926c89b3b9598c2b10deb0487820409139e94dd03e5
TEAM CRANKSHAFT,190,lolly-the-pop,lolly the pop,Seeing lolly makes me pop,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: peaceful weakness: anger,7241ba00-59da-11ed-9b6a-0242ac120002,e2c50f239c926ab26ae41066605c2901bed617f93548ff8ab34eaf7c61c4e624
TEAM CRANKSHAFT,191,disy-the-queen,disy the queen,The queen in her own space,Female,hair: one bun dark brown; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: beauty; weakness: lover girl,7241bda2-59da-11ed-9b6a-0242ac120002,4d0c743b576e5beca66fb37c19eb78fe8d2732f49f2e882754cbf39e0e2b19ed
TEAM CRANKSHAFT,192,jennyp-of-lagos,jennyp of lagos,A well known celebrity in Lagos,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: super powerful; weakness: sleeping,7241bf1e-59da-11ed-9b6a-0242ac120002,0cfda15bce4bfe573303f6c8de47e699e173d12d47f8665622f20a0a24b07db3
TEAM CRANKSHAFT,193,jada-of-life,jada of life,Her business signature,Female,hair: male; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: calm weakness: sun,7241c202-59da-11ed-9b6a-0242ac120002,dda3fcf36009223ac847b0543f7c2db0422e52eebd37637092e4971bfb813d3d
TEAM CRANKSHAFT,194,sandy-the-rapper,sandy the rapper,She just loves to rap,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: clean weakness: foodie,7241c342-59da-11ed-9b6a-0242ac120002,c3016769fea3671feb0eedc6f2d1da3d32cd2cb891b779bd3a6b1dab3f4d3d04
TEAM CRANKSHAFT,195,dahila-the-genius,dahila the genius,The genius in the family,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: activist; weakness: irrational,7241c4fa-59da-11ed-9b6a-0242ac120002,8f8628335eb2092654e26006db3a8312864a8f36f211b6f07e2679ef719f05d9
TEAM CRANKSHAFT,196,rosemary-of-yaba,rosemary of yaba,She has a cloth store in Yaba,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: mind games; weakness: insomia,7241c61c-59da-11ed-9b6a-0242ac120002,a01185e30c3f455116aa41ee0a8d5be0c6932fcf39947001f5ceb1fd0bb2cc91
TEAM CRANKSHAFT,197,jennifer-of -island,jennifer of island,She goes on vacation to the island,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong ; weakness: lateness,7241ca18-59da-11ed-9b6a-0242ac120002,4f9749cb6433e20cbcae578d6d25519b9db188b977999b09b13f95a51850fd2a
TEAM CRANKSHAFT,198,opeyemi-of-lekki,opeyemi of lekki,Opeyemi lives in lekki,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: conversationist; weakness: traditionalist,7241c8e2-59da-11ed-9b6a-0242ac120002,338f0cba03bb3e7f8fb27904f531fb7c607f3bead71c988b426ee71c1f1496bd
TEAM CRANKSHAFT,199,vicky-the-artist,vicky the artist,Brings life into what she draws,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong willed; weakness: crying,7241cb3a-59da-11ed-9b6a-0242ac120002,097f91e586bb88bd46d7c00bfdb5f9f2d3ad96d60792a722acceeaab826a0e03
TEAM CRANKSHAFT,200,afrogirl-sailor,afrogirl sailor,She loves to sail the ocean,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: height;  weakness: pride,7241cc66-59da-11ed-9b6a-0242ac120002,e46bcadaea17930a2c13d26c179a1e1265d259d0df68ef8c8c4ac8c242d8bbec
TEAM GEAR,201,ahmed-the-merchant,ahmed the merchant,A rich merchant that sells in babylon.,Male,hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol;,9996ecb6-4d92-4b51-bc50-d962f68f1ecc,e083037d012234181a79160dec98c5521721ff86804616df43acbb8c93dacaf1
TEAM GEAR,202,blind-tonia,blind tonia,A girl that lost one of her eyes in a street fight.,Female,hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none;,4a5f4c6d-d0dd-4b71-b095-86ef11910962,e592de06a5c40f82d0ce4bcea183dbb93e97ead6b8ff41789cee3530a59691e1
TEAM GEAR,203,buffy-the-vampire,buffy the vampire,A vampire diary protagonist that got bitten by a vampire in real life.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,bd329fd7-dd90-4180-a7a7-03e2d41535cb,4a530a64b9d902129309e3c8a1d2bd58ac429db2e604c91c8ef0f4aabe70a53f
TEAM GEAR,204,caro-lipstick,caro lipstick,"A girl that puts on lipstick always, even to bed.",Female,hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none;,a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb,34f383706fec7b12e60ba7a83076dc7a4cee3dd62436da1071652941a9d22bd2
TEAM GEAR,205,charity-the-maid,charity the maid,A maid that works for the fun of it.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,22286b60-5f7b-4df3-8cb1-187d02fb83d0,37377929080e34d82801c63577aad63a09ca52d591b0de6d5c59145c48567d6d
TEAM GEAR,206,charity-with-fakehair,charity with fakehair,A girl with a bald hair but always wears wig to cover her head.,Female,hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon;,efc0f7f5-d90b-46cc-be0b-6fcaa23a5422,9e60644f70577ead18a0016b72291ce64459516a498784c7cc2a7bb212942c30
TEAM GEAR,207,daniel-the-hustler,daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet.,Male,hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol;,355be0ea-e500-41e1-add4-ce868759bb72,1fd461f870b75253dc5b975bce81d444c4f6e92db02da85d1db45d7727f93eb6
TEAM GEAR,208,grandma-nanny,grandma nanny,A grandmother that does nothing but sleeps all day.,Female,hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none;,ec8fe198-5c45-42a6-a909-4cfbcbbf6519,3900a60825048baf72c1b4e8ce17c960749650b133c597ffaee3fc3c0d29b0e5
TEAM GEAR,209,granpa-willy,granpa willy,A grandfather that drinks beer and reads newspaper all day.,Male,hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking;,facf7001-d028-4e00-bffc-ed1f7c005ecc,caf7c41aba31a85366636a72df3d8037022f82271e791ea8f2c37bdb2d7abee5
TEAM GEAR,210,joshua-gang-leader,joshua gang leader,A boy born to ritualist parents and now runs his own gang.,Male,hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none;,cc3c5c06-df96-4a0d-a09f-3359c21191f6,091b9c69f20fa76e5f18a7b5eef2e8ff1c1d934814b57d7c1db65e649d40860f
TEAM GEAR,211,karashika-queen,karashika queen,A woman of the underworld that influences rich men into giving up their money.,Female,hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys;,6e697e86-def8-4fb4-96c9-0f43ab9beea6,baa4c7e77ddf44a1d32be4667bc7555782835bbc93b0b641df7b50f98eeff562
TEAM GEAR,212,king-of-baldmen,king of baldmek,A man that was born bald and has never seen a hair on his head.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none;,5142f00b-10b5-47a5-ab8a-8ae71b255b04,117db9aca035de33271da2e8dcafe8189b0f52d2f5d741674440812c2b9e0a58
TEAM GEAR,213,musa-masked-mouth,musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much.,Male,hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none;,9a5e7e95-6552-4a92-ab18-2154678943c2,a985f4717d88fc95c8f0d6447392a38c1fd1e5905d006f55f1cb45a23b28a12f
TEAM GEAR,214,queen-of-smokers,queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking.,Female,hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking;,eb32dfc0-29ee-49db-8833-37a41a6d6d65,fa3f7a48131f4cb92afd26ab2a5f700282ee6448e3aecf9625723774b1976c1a
TEAM GEAR,215,redlips-man,redlips man,A man that kissed a woman and got his lips burnt.,Male,hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none;,4d649c12-05a5-44a4-b4ef-eb285b291aff,2df77067849e067ff09869a5bac355cf0a812432150ec9ec9f662364a1e9dda5
TEAM GEAR,216,sleevless-maid,sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.,Female,hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none;,1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112,3ed8b2c50d860bf32ee0e4467eb3a553ffc0609259e1e8366c4b2470146a43c4
TEAM GEAR,217,stephen-bluecap,stephen bluecap,Stephen always wears blue cap even to the church.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none;,9b9de982-0f87-47ee-ae95-0b69b48d0cdf,2a41cc88a5b37056721be86f2518edbfd372cb1f9c1d9ad963c954d618800ddd
TEAM GEAR,218,tinubu-gateman,tinubu gateman,Tinubu has been a gateman all his life.,Male,hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none;,c587932b-0b8c-4f70-8465-425a1f53df64,db728587b272ad3c7f632432ed4c216e6366a61038cd9d20f3176c1a4bc02d48
TEAM GEAR,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none;,3bba4477-d84a-440f-af66-12690ea8b2e4,6659f110d536aaece7158b6ffe3210c9b8e7d3cccf653a6ad375dc6a84d6b214
TEAM GEAR,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking;,2af7b970-e212-4627-b818-13c00c8d3a72,592233af3d3521957bb1c0286e371ee24a773db7d63c8257ff200efc1fdde06f
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused:,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,0150a5338d542c986b48a3506838998497a6cef76f15cf9df4cfec6033a8edb5
TEAM TAPE,222,nene-caroline,nene caroline,A housewife that loves taking care of her family,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,a706b92fc161f03fa8229367691dd0cc55cd1e61ff28de831281661f2f2b451c
TEAM TAPE,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties,Female,hair:black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none,77237cce-bae0-4d60-adad-27055f0eed39,31dfad5eb2f0457c571f3372469cb765e38588e7b16719f219455e8e8abe907b
TEAM TAPE,224,melanin-janet,melanin janet,A young lady with a soft personality,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none,a5a2854e-a850-4b15-b3c3-176a79b2d34b,7e5394df289b4eba383f05bfaf585964379604e36ea1d4b41f5dc9e819d5f0bb
TEAM TAPE,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none,7ec03993-f500-4a41-aa3c-a73df7a0fbed,dbf9766b14b3f9eee7bea28bd537dbf93c62d405749a1a314ebbc6d0e5ed40d1
TEAM TAPE,226,novice-joane,novice joane,A princess worried about finding true love,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,445b121c1c8dbd7ad7da5eaee86a1375175daef2f0b42ca2d17fb62f9100a6a0
TEAM TAPE,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour  ,df7dc588-f99c-4592-84f6-08b40047d9d1,c5004f48e8516a2f87563203c67a78902c9765a507908f1559da586d33d717c4
TEAM TAPE,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed  strength: none  weakness:weak  ,d1e8b38b-994b-487c-890b-9034d3ab7dcb,fb3c20bef96ece7e8eef3dcf2c388b3e7b9304d42fa6af6d69f99c74144553a2
TEAM TAPE,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none,1326ef4b-224a-497e-9452-e63a4486e387,15614e0f666f425bcb3db98ecf69c7ddfe8d345c8804f3bb9804bbdc5a1e58b7
TEAM TAPE,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical,7c771f82-a512-403c-91b9-6736318a8796,08340705b4f83c54ee55d8a98e9aeeb4dfeae41d56308c956f5599c24e02ae05
TEAM TAPE,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none,eaad5c98-3f85-4480-9c4e-b73340cfba4f,8ed046706a34edd410800c287018007cbb2cf14de3195fe235e5fdb7424be135
TEAM TAPE,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,310b655893ebc7ce1f523aa656e1cf1ebb0af85da935da5830fd13722027f979
